Name,Review_Date,Review,Owner_Response,Response_Date,Response
Ranga Reddy,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Swapnil Ajankar,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Prasmeeta Das,4 years ago,,,,
neela sreekar,4 years ago,,,,
Dhruv Moudgil,5 years ago,,Response from the owner,5 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused.Thank you for reviewing us. …"
parthi durai,2 months ago,"AB's lost their name now.
No Verity for vegetarian food.
Non veg as well not much good. …",,,
Kumar kk,2 months ago,"Taste is just average. service is average, may be bcoz of friday. If u want to try, can try it once. If you don't want to waste your money then skip this one and Better  go to Barbeque Nation.",,,
KARTHIK METTU,4 months ago,I Didn't Like The Taste Of The Food I Ordered Biryani It Just Taste Less And Also We Ordered Panner Biryani It Also Same I don't It might be it's only For that I felt Ambience Is Too Good Food Quantity Very Less They Play Songs Too Good But …,,,
Nivea Ankit Shah,5 months ago,"We ordered veg.
Gulab jamoon, moong dal halwa, deserts and kulfi are great.
Fruit and salad options are limited. …",,,
Mrityunjay Bhadauria,7 years ago,This place started as a good BBQ option to the tried and tested BBQ Nation brand. Unfortunately they have failed miserably in scaling up after few years of operations. The quality of starters have gone down tremendously from earlier days …,,,
sandeep sandy,2 years ago,Not much good. The food quality is not good. Service is great but taste and items are very bad.,Response from the owner,2 years ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Kesani Lakshmi Vara Prasad,2 years ago,Very congested place. Food is average and cold. Water leakage from vents.,,,
Amandeep Singh,7 months ago,"The food lacked imagination and innovation. we paid 8k for 8 people, at 1k per head the food and service was pathetic. not much options int he buffet menu. the place was dirty, plates were chipped and cracked. there are much better options in Hyderabad - Absolute Barbecues deserves our miss.",,,
Himabindu Geddada,6 months ago,"We have visited AB’s Gachibowli today and it’s the worst ever experience I had for buffet, starters are uncooked and burnt completely outside and every item which is served there is full of salt. Staff service is good and ambience is ok ok",,,
Naresh Byra,3 years ago,"Couldn't keep up on their promise. COVID safety - AB's promise on Covid safety is compromised at the Gachibowli. To ensure safety, I have called the restaurant they have promised that they are following all COVID19 safety protocols but the …",Response from the owner,3 years ago,"Dear Guest,
We are really sorry for the bad experience you had to face and it's sad that we could not meet the set standards however we want to assure you that we are very …"
chaitu chaitanya,2 years ago,I prefer bbq nation over this. The starters are par below average. Desserts are horrible. Main course is somewhat OK.,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
chaitanya bankuru,a year ago,"Too over rated, I found small roaches roaming on the table, I should have captured the picture.
Also food isn't that great, …",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-288797) on …"
Ravi Tej,a year ago,"Quality of the food served and options seem to be less compared to earlier and serving time is very slow. Didn’t expect this from ABs being a frequent goer to ABs, quite disappointed. The table we got is a worst place to dine in and no …",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-261344) on …"
KARTHIK,a year ago,"I visited this place long ago and it was good then.
This time when I visited:
1. The seating was uncomfortable and old. …",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Kishore B,a year ago,"Service is worst. Atmosphere is little hottie due to grill, but other barbecues are managing better.  Service is very bad even after multiple callouts regular and minimum requested service was not provided . …",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-300786) on …"
Sayantan Roy,a year ago,"Food quality and quantity has reduced over the years. It was my fourth time visiting an Ab's outlet and would prefer to try other buffet places in the future.
It's not worth the amount you spend and i have gone for a non-veg option. …",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
MR. VENKATESH,6 months ago,I felt regret why I went to this AB's and items also are less in veg or non veg I'm not satisfied...,,,
Hitesh Rathod,2 years ago,"We were around 10+ people for the dinner party by a friend. It was supposed to be fun. But we were ""absolutely barbequed"". There is serious lack of ventilation. The barbecues and the guests both were heated up to the barbecue temperature. …",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Pradeep kanthi,3 months ago,Poor service and conjunction area not Highgenic maintenance of food,,,
Bhuvan Grover,2 years ago,"Don't expect much from this place. Only Few main course items were good. Snacks served was cold (not hot) and we have to ask for hot snacks every time someone came to serve. After multiple requests, they started serving hot snacks but my …",,,
AJIT MISHRA,2 years ago,"The quality of this place has degraded since the day it had opened. The ambience looks very shoddy, don't get surprise to see human hair on your food plate, witnessed this and had escalated too. Not family friendly, to request for a clean …",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Bhargav Behara,a year ago,"Bad food, restaurant filled with smoke from barbecue, no attentive staff. U hygienic plates and that ice cream desk where they make stoned ice cream is worst. Overall a great disappointment.",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-313216) on …"
Krishna Chaitanya,a year ago,"Visited the place on a weekday for Dinner, the place was crowded, Service was slow & definitely needs improvement. …",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Sri,a year ago,"No full cutlery, plates- have to ask.
Fried chicken very hard to eat.
BBQ set - they just dumped hot coal at the table which spread all over food. …",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Mohammed Sattar,2 years ago,Congested sitting arrangement. Food was average and we got spicy food even after asking chef to customise. Good for quantity lovers. Not recommended for quality. Only 1 lift working and the one which was working getting used by workers to …,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
