Name,Review_Date,Review,Owner_Response,Response_Date,Response
Chanchal Kalra,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
uday singh,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
VIGNESH,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
khader yaseen pasha pasha,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
siddik sid,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Adarsh SM,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Roshan Tabresh,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Singh Kshma,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Naveen Shivaraj,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Ashwin Prabhath,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Harita Sahu,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
shashidhar,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Jeevanandh Thulasi,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Vihaan the Beast,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
puni chinnu,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
madan gowda h,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Prafulla Kotian,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
jayanth vishal,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Arjay Tech Arjay Tech,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Mano Ranjitha,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Chandankumar Naik,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Suhas S,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
gbh g,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
krupakara 1985,3 years ago,,Response from the owner,3 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Manohara poojary,3 years ago,,Response from the owner,3 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Mari Kannan,3 years ago,,Response from the owner,3 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Shred With Suresh,3 years ago,,Response from the owner,3 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
amit sandupatla,3 years ago,,Response from the owner,3 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
nilesh shetty,3 years ago,,Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Harirajshekar Harirajshekar,3 years ago,,Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Vinay Kumar G S,3 years ago,,Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Sunil Kumar.G,3 years ago,,Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
gagan guru,3 years ago,,Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
NARESH H R,3 years ago,,Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Adarsh Patil,3 years ago,,Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Pranav Karayil,3 years ago,,Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Samhitha Bn,3 years ago,,Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Natesh Thottimane,3 years ago,,Response from the owner,3 years ago,"""Hi, Natesh Thottimane,

We regret the inconveniences you have faced and request you to share your …"
Nagraj Murge,3 years ago,,Response from the owner,3 years ago,"""Hi, Nagraj Murge,

We regret the inconveniences you have faced and request you to share your …"
RAMAKRISHNA K,3 years ago,,Response from the owner,3 years ago,"""Hi, Ramakrishna K,

We regret the inconveniences you have faced and request you to share your …"
Geekay Enterprises,3 years ago,,,,
Shashank P,3 years ago,,,,
Venkatesh Prathik,3 years ago,,,,
Dhanush Gowrav,3 years ago,,,,
Touchback Trupti'Ops,3 years ago,,,,
Zign,3 years ago,,,,
Balaji Purushothaman,3 years ago,,,,
Numan Imran,3 years ago,,,,
Adv. Ankit A Shripatwar,3 years ago,,,,
VIRESH SHARMA,3 years ago,,Response from the owner,3 years ago,"Dear Guest,
Thank you for the review, we are sorry to hear that you didn't have a great experience while dining with us. If you could email us at …"
Achhe Gowda N,4 years ago,,Response from the owner,3 years ago,"Dear Achhe Gowda N,

We are really sorry for the bad experience you had to face and it's sad that we …"
Nikhil Vedanth,4 years ago,,Response from the owner,3 years ago,"Dear Nikhil,

We are really sorry for the bad experience you had to face and it's sad that we …"
iamjU,4 years ago,,,,
Mamatha Ramachandra,4 years ago,,,,
SAGAR NAYAKA,4 years ago,,,,
