Name,Review_Date,Review,Owner_Response,Response_Date,Response
Priyesh Momaya,2 years ago,"Very honestly... It was not at all an appreciating experience... We visited with a group of 18 (Booked in Advance), they gave two tables joined at the very left end of the entrance where the Air conditioning wasn't working properly. We …",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Chetna,a year ago,"Stale!! The starters were okayish, the fish was raw and that was redone for us. The paneer was tough and the veg starters were terrible. Salads and desserts were stale- salads were swimming in water and the pastries were all dried out and …",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Moiz Gabajiwala,2 years ago,"It was a real let down. I was warned that it's not very good but had to experience it for myself.
The ambience was chaotic. Servers running around, diners running around, loud …",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Shariq Ashraf,2 years ago,"It's a value for money place. The cost of the buffet is super affordable, and as a consequence the quality of the food is sub par, and service standards are low. …",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Manohar Patil,2 years ago,Visited on 22nd July with Group of 8 people. The food quality is ok..not upto the mark...you guys charge rs 999 but taste and quality is just ok...your chef need to learn how to Make dal makhni...there were many item missing which are mentioned on website menu. DESSERT section was just ok...improve food quality..,,,
Yatin Dhurandhar,3 years ago,"Food is good but not that great.

Staff is extremely helpful. …",Response from the owner,3 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Binny Pattery,a year ago,Visited ABs with my family as we wanted a change after being a regular at Sigree..My first and mostly likely my last visit ! …,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Pramod Dixit,a year ago,"With high expectations we went but overall experience was bit disappointing,we had wait for service to get started... Veg has very limited options like Paneer and Makka nothing else... we expected service like other BBQ but at end it wasn't pleasant experience 😔 …",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-274441) on …"
kaustubh d,4 years ago,Not much Starters in Veg.. Quality of Food so so... in comparison to the Pricing,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Rahil Kotadia,2 years ago,"Good ambience | Good Staff | Slow service | Average Food

We went for the last 10pm slot and the guy on the counter was courteous, he …",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Mandar Nandoskar,9 months ago,"Not so good food ... Not so many choices
Not worth going for 800 to 1000rs.
Better visit barbeque nation anytime better than this.",Response from the owner,9 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-343692) on …"
Jennifer Hakim,8 months ago,"I visited last evening to this place
Service was ok but food was very cold
Very much disappointed in my first go..Maybe I might not visit again.",Response from the owner,8 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-348867) on …"
Mohini Sharma,2 years ago,"Hi I've booked this place for my daughter's 1st birthday for 30people .
The service was pathetic no vegetarian starters was served to my guest who were having non veg .no roti was to few of my guests after asking again and again.no …",,,
Noel Linus,2 years ago,I had visited Powai branch today and the lunch was not as expected.... Firstly no one was attending us .... There was lot delay in giving us starters ...they said they had some issues with fire in kitchen ....after which we ordered 3 …,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Subodh Bidawatka,2 years ago,"Blessing for Non Vegetarians ample of varieties and live counters.
Not good for Vegetarians, Pizza was absolutely bakwaas, Pani Puri and Sev Puri where pathetic, main course and deserts was good.
Little slow service & washroom was worst than public toilets.",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Fayyaz IM,3 years ago,Food was in genie box.  All gravies mutton chicken and egg curry are same.  Chicken was all with bone and roties were all like road side dhaba.  Maybe I have tasted too much of outside food hence rating are my own and my personal experience.  Hospitality service was good,,,
Steve Phillips,5 years ago,"The food was just average. Exotic dishes were available such as Rabbit, Quail, Octopus, Emu etc. However, they need better chefs to handle such stuff. Staff definitely needs to be trained to handle a large crowd. It gets a bit disappointing when the food comes to your table only when asked. Overall it was a disappointing trip.",Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Suraj Suvarna,2 years ago,Service has become slow as compare to last time.. Need to improve in variety of the non veg starter.  Mocktails was not included in the buffet.. We are only given slot of 2 hour in which most of the time get wasted in Wish Grill.. There are …,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Rukmani Krishna,2 years ago,"Honestly, this was a disappointing experience overall. We'd heard such great things about this place but the reality is far from the deluge of 5-star reviews online. …",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Rahul Maney,2 years ago,Maybe it was the weekend or the over crowding of the place but my entire experience was downright shoddy. Starters for my friend were delayed (Veg). I went to get laal maas it was not refilled for 1 hr. The hot dog guy went to get salsa and …,,,
Vinay Jumani,2 years ago,"Did not live up to expectations! The restaurant and setup was not kept well. I reached at 6.30 as per reservation but they were not ready. It took them 20 minutes to bring the barbecue. The crockery was chipped, stained and dirty. Food was …",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Ravi Dsouza,2 years ago,"Very disappointing experience at ABs, Powai. Should avoid going in large groups or with family on weekends (Saturday and Sunday) as it gets uncomfortable due to large crowd and rush on the limited counters. Due to this, the place is unable to handle the service which also affects the quality and quantity of food.",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Ayesha Parkar,2 years ago,"I along with my family had visited here for my dad’s b’day lunch.
Firstly, we had to wait for 20 mins outside even though we had a booking.
Secondly, our bbq tray was bought to us late and we had to sit and wait for …",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
