Name,Review_Date,Review,Owner_Response,Response_Date,Response
Nani Vaddi,3 years ago,Not saying anything because compare to banjara hills not worth,,,
Mitra Chodankar,a year ago,Had a terrible experience. The place was overcrowded that too with rowdy people. The  service was bad. We had to request the staff several times to bring the food. Even after repeated requests some items weren't served. The food was bad …,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-306861) on …"
Rahul G,2 years ago,Better go for ABs and Barbeque Nation. This is not that good in terms of prices and ambience and service.,,,
Mohd Yousufuddin C.M.D I Studentz Group,6 months ago,"Not good they r getting same repeated grill items which are made long back not fresh at all , take is worst no taste at all we did not like and left eh place",,,
Raj Mohan,a year ago,The management overbook tables and you will find 50 people waiting outside to get in. Once you get a table after a long wait they will take forever to get you food. Tables are crammed very close. There is always loud music. There are few …,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-272969) on …"
Tulasi Nandan Addanki,10 months ago,"Don't go to this location blindly if they offering for less price. Though their price is less, they have very limited menu available. Food is not that great.",Response from the owner,10 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-330462) on …"
marian roser,2 years ago,The taste of the food has come down from the past. Earlier the food was very delicious but now the staff has changed and the service has also changed. I recently visited the place with my office colleagues but we didn't get the proper …,Response from the owner,2 years ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
gautham bhat,5 years ago,Same old boring menu for vegetarian. I feel its a hype. Waiters are least bothered to serve.,Response from the owner,5 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. Thank you for reviewing us. …"
Sai Sandeep,a year ago,"I tried so hard but can't give more than 2 star rating. The food is horrible (specially non veg). I will not recommend this for foodies. But to spend time with family and friends with light food, can be considered. Service and ambiance are good, well maintained. Easy to reach and parking is available but space is limited.",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Pankaj Kumar (पंकज),6 years ago,Bad service from the staff. They aren't professional. Waiters are not dedicated per table everyone keeps taking orders which make so much confusions.,Response from the owner,6 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
santosh mamidipalli,2 years ago,"Food taste is not that much good.
People will mostly like starters,  but they served only 1. Chicken sheek kebabs, 2. Chicken tandoori, 3. Sweet corn, 4. Veg aloo, 5. Fish …",,,
Gowri Shankar Sambatur,a year ago,"Horrible service and customer care.
We had a party of 20 people and it took 20 mins to start the starters serving. Not even 2 bearers allocated. Biryani was over for more than 15 mins. Tissues not …",,,
Indra Sena Reddy Kurukuntla,a year ago,We had reservation at 2:30PM on last Sunday and when we went there is chaos in arranging tables. I had to followup continuously for 15 mins and we got our table at 3:00 PM. It took another 20 mins to start serving to us. The food is below …,,,
Sriteja Nadimpalli,8 months ago,"Visited after many days. Not good anymore. Lost its taste, quality and service. Not worth.",Response from the owner,8 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-348616) on …"
Hima Bindu,3 years ago,"Wish they maintain consistency in providing good services. For instance, if you have biryani and when you wanted it for the second time, the taste wouldn't be same. So the taste and the good experience with place is unpredictable. Hence …",,,
shashi Preetam Matta,3 years ago,"The service is great. They treat customers with respect and are very kind. But the food is not good. The only dish I liked is crispy corn and chicken wings.
Fish fry is oily , mutton seekh kabab didn't taste like mutton spread is very less. Only 4 items on non veg menu. Overall satisfaction is very low.",,,
Sai Kumar,2 years ago,"Not worth the cost.
We went for teamdinner with 24 members.. Service is not that good. Place was not at all sufficient though we informed before itself. For vegetarians, there is …",,,
sankarshan B,a year ago,"The waiting time is high during weekends It's not for a veggie eaters as there are no varieties. Dahi vada is a disaster, and the dal smells non veggie absolutely waste of money for vegetarians. In starters they serve fried pineapple and …",,,
Srinivas Nani,a year ago,I have visited this restaurant on new year’s eve cancelling my reservation with AB’s as they had drinks offer. I have verified with the manager regarding the drinks menu and also the food menu multiple times over the call and on chat. But …,,,
Sai Prabhakar Varanasi,a year ago,"It was a far better place before COVID. Things have completely changed. They don't offer welcome drink on weekends. The service is sloppy. They force you to complete within 2 hours to cater next booking. But, they don't get the food in …",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
BellapArun SriMohan,a year ago,"We had an awful experience. With prior booking also, was a delay in service and that to repeated serving of veg items. Nobody suggested that Rotis were available until we saw it written at the bottom of the menu. Coming to non-veg starters …",,,
Kaustav Kumar Mishra,2 years ago,"Too crowded and utterly disorganized.  The staff was being constantly getting yelled at by the floor manager which did not make it any better.
Coming to the food. The starters were ok but we have been seeing the same since …",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
gopal beerla,a year ago,"1. They don't have many varieties as compared to other barbique nation restaurants...
2. Limited tastes in barbiques …",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Sumit Prajapati,a year ago,"Many things degraded only enjoyed icecream, dessert and chat @ cost of 999
1 Pineapple grill now is in tiny cube size
2 Chicken grill items have reduced drastically …",Response from the owner,a year ago,"Hi, Amazing lines!! filled with love and support, thank you so much for your valuable feedback for Absolute Barbecues. Our team and service are always ready for your delightful experience, we hope you will soon give a chance to serve again. Warm Regards Team AB's"
